word,frequency,id
levine,2,1766
managers,2,1767
overcrowding,2,1768
avoided,2,1769
justification,2,1770
indicate,2,1771
purports,2,1772
sophisticated,2,1773
compilation,2,1774
interpretation,2,1775
elementary,2,1776
debugging,2,1777
reinforcing,2,1778
smarter,2,1779
viewpoint,2,1780
gates,2,1781
forward,2,1782
instance,2,1783
article,2,1784
jones,2,1785
strengthen,2,1786
covering,2,1787
teetor,2,1788
cookbook,2,1789
boyd,2,1790
regulation,2,1791
autonomous,2,1792
initiative,2,1793
expectations,2,1794
stay,2,1795
plagiarism,2,1796
reputable,2,1797
systemsapplications,2,1798
supports,2,1799
computingengineering,2,1800
mode,2,1801
dataoriented,2,1802
individually,2,1803
educational,2,1804
complement,2,1805
organized,2,1806
tour,2,1807
lettergrading,2,1808
accordance,2,1809
convention,2,1810
weights,2,1811
evaluated,2,1812
marks,2,1813
scott,2,1814
timothy,2,1815
ellen,2,1816
alex,2,1817
scientists,2,1818
engineers,2,1819
compb,2,1820
sociallycomputed,2,1821
simply,2,1822
underneath,2,1823
non,2,1824
shortterm,2,1825
formation,2,1826
implication,2,1827
knowing,2,1828
generalized,2,1829
pursue,2,1830
nodes,2,1831
links,2,1832
rating,2,1833
twitter,2,1834
linkedin,2,1835
wikipedia,2,1836
presence,2,1837
leakage,2,1838
connecting,2,1839
staffs,2,1840
alone,2,1841
attendance,2,1842
christakis,2,1843
fowler,2,1844
surprising,2,1845
everything,2,1846
little,2,1847
brown,2,1848
hillstrom,2,1849
lucent,2,1850
watts,2,1851
six,2,1852
degrees,2,1853
cog,2,1854
rapidly,2,1855
domestic,2,1856
export,2,1857
manufacturing,2,1858
sector,2,1859
very,2,1860
often,2,1861
chinas,2,1862
innovations,2,1863
evaluating,2,1864
begin,2,1865
centered,2,1866
entrepreneurs,2,1867
words,2,1868
defend,2,1869
conflicting,2,1870
progresses,2,1871
becomes,2,1872
years,2,1873
transition,2,1874
casebased,2,1875
debate,2,1876
kuratko,2,1877
yang,2,1878
pub,2,1879
guided,2,1880
music,2,1881
prelecture,2,1882
broaden,2,1883
substantive,2,1884
spectrum,2,1885
decomposition,2,1886
conditions,2,1887
arrays,2,1888
retention,2,1889
august,2,1890
queues,2,1891
dictionary,2,1892
mass,2,1893
goodrich,2,1894
tamassia,2,1895
kevin,2,1896
cormen,2,1897
leiserson,2,1898
rivest,2,1899
ronald,2,1900
stein,2,1901
clifford,2,1902
predicate,2,1903
induction,2,1904
counting,2,1905
graphs,2,1906
isomorphism,2,1907
spanning,2,1908
minimum,2,1909
algebras,2,1910
hiding,2,1911
inheritance,2,1912
polymorphism,2,1913
binding,2,1914
concurrency,2,1915
tutorialslabs,2,1916
larman,2,1917
iterative,2,1918
similarity,2,1919
macro,2,1920
vectors,2,1921
matrices,2,1922
realizing,2,1923
carlo,2,1924
capability,2,1925
joel,2,1926
integrating,2,1927
internetbased,2,1928
modification,2,1929
barriers,2,1930
intranet,2,1931
extranet,2,1932
measurements,2,1933
done,2,1934
component,2,1935
traver,2,1936
limits,2,1937
metaphors,2,1938
predictive,2,1939
nongraphical,2,1940
dialogues,2,1941
usercentered,2,1942
shneiderman,2,1943
plaisant,2,1944
dix,2,1945
finlay,2,1946
abowd,2,1947
beale,2,1948
andleigh,2,1949
thakrar,2,1950
mes,2,1951
morris,2,1952
hinrichs,2,1953
atm,2,1954
realize,2,1955
request,2,1956
lan,2,1957
distance,2,1958
datagram,2,1959
tanenbaum,2,1960
comer,2,1961
telephone,2,1962
dbmss,2,1963
independence,2,1964
entity,2,1965
buffer,2,1966
crash,2,1967
administration,2,1968
silberschatz,2,1969
implemented,2,1970
commercially,2,1971
lifetime,2,1972
staying,2,1973
forefront,2,1974
arithmetic,2,1975
conversion,2,1976
point,2,1977
assembler,2,1978
commands,2,1979
derivation,2,1980
half,2,1981
buses,2,1982
interrupts,2,1983
run,2,1984
five,2,1985
todays,2,1986
eventdriven,2,1987
mvc,2,1988
desktop,2,1989
graphical,2,1990
wimp,2,1991
window,2,1992
postwimp,2,1993
sensor,2,1994
signals,2,1995
march,2,1996
sams,2,1997
december,2,1998
deadlock,2,1999
windows,2,2000
unixlinux,2,2001
anyway,2,2002
surrounding,2,2003
dissemination,2,2004
tradeoffs,2,2005
abuse,2,2006
ethically,2,2007
analyses,2,2008
breaches,2,2009
theft,2,2010
want,2,2011
quinn,2,2012
equity,2,2013
schools,2,2014
corporations,2,2015
governance,2,2016
york,2,2017
borders,2,2018
lines,2,2019
ethnicity,2,2020
disadvantaged,2,2021
articulate,2,2022
cultures,2,2023
citizens,2,2024
behaviours,2,2025
child,2,2026
movement,2,2027
misunderstanding,2,2028
prejudice,2,2029
stereotyping,2,2030
discrimination,2,2031
economical,2,2032
harm,2,2033
raised,2,2034
impacting,2,2035
mainland,2,2036
cambodia,2,2037
refugees,2,2038
immigrants,2,2039
minorities,2,2040
penalty,2,2041
forum,2,2042
coordinate,2,2043
disabled,2,2044
comps,2,2045
commence,2,2046
break,2,2047
intensive,2,2048
evenings,2,2049
weekends,2,2050
necessitate,2,2051
accommodate,2,2052
preferences,2,2053
choice,2,2054
revised,2,2055
focusdisciplinespecific,2,2056
plansproposals,2,2057
journalreport,2,2058
settings,2,2059
fortunate,2,2060
disciplinerelated,2,2061
barbara,2,2062
jacoby,2,2063
warschauer,2,2064
inclusion,2,2065
rethinking,2,2066
cathryn,2,2067
kaye,2,2068
adams,2,2069
diversity,2,2070
allan,2,2071
sterling,2,2072
virginia,2,2073
butin,2,2074
palgrave,2,2075
macmillan,2,2076
notation,2,2077
randomized,2,2078
spatial,2,2079
hull,2,2080
npcompleteness,2,2081
frank,2,2082
scoping,2,2083
parameter,2,2084
passing,2,2085
semantics,2,2086
composition,2,2087
variants,2,2088
alfred,2,2089
aho,2,2090
sethi,2,2091
websites,2,2092
comprehensively,2,2093
jon,2,2094
markets,2,2095
highly,2,2096
don,2,2097
bell,2,2098
martin,2,2099
uncertainty,2,2100
measuring,2,2101
earned,2,2102
conducting,2,2103
hughes,2,2104
cotterell,2,2105
deploying,2,2106
osborne,2,2107
summer,2,2108
align,2,2109
emergent,2,2110
changing,2,2111
way,2,2112
behavioral,2,2113
reengineering,2,2114
firm,2,2115
zeng,2,2116
alibaba,2,2117
chishti,2,2118
susanne,2,2119
barberis,2,2120
janos,2,2121
british,2,2122
difficulties,2,2123
characters,2,2124
encoding,2,2125
compatibility,2,2126
morphological,2,2127
parsing,2,2128
sentiment,2,2129
japanese,2,2130
korean,2,2131
huang,2,2132
ecrm,2,2133
behaviour,2,2134
values,2,2135
delen,2,2136
ebook,2,2137
library,2,2138
sas,2,2139
specifications,2,2140
reuse,2,2141
agile,2,2142
prototyping,2,2143
cocomo,2,2144
practitioners,2,2145
booch,2,2146
schwalbe,2,2147
bad,2,2148
rather,2,2149
schach,2,2150
classical,2,2151
inputs,2,2152
levels,2,2153
configuration,2,2154
coverage,2,2155
preparing,2,2156
artech,2,2157
godbole,2,2158
close,2,2159
manager,2,2160
cmmi,2,2161
net,2,2162
means,2,2163
procurement,2,2164
contract,2,2165
forensics,2,2166
synthesizing,2,2167
malicious,2,2168
injection,2,2169
crosssite,2,2170
session,2,2171
undergirding,2,2172
tutorialsworkshops,2,2173
bishop,2,2174
anderson,2,2175
gary,2,2176
lies,2,2177
pfleeger,2,2178
lawrence,2,2179
modelling,2,2180
tutoriallaboratory,2,2181
analyse,2,2182
accessibility,2,2183
facilitating,2,2184
stateoftheart,2,2185
ajax,2,2186
collaborate,2,2187
relation,2,2188
twotier,2,2189
threetier,2,2190
hypertext,2,2191
http,2,2192
jsp,2,2193
markup,2,2194
deitel,2,2195
murach,2,2196
implementations,2,2197
cognition,2,2198
terminologies,2,2199
display,2,2200
humancentric,2,2201
coordinated,2,2202
plays,2,2203
adaptation,2,2204
inputoutput,2,2205
setup,2,2206
adam,2,2207
systemlevel,2,2208
select,2,2209
kernel,2,2210
spaces,2,2211
lexical,2,2212
specifying,2,2213
tokens,2,2214
recognizing,2,2215
nfa,2,2216
parse,2,2217
intermediate,2,2218
cooper,2,2219
determining,2,2220
professions,2,2221
traditionalphilosophical,2,2222
vacuum,2,2223
competing,2,2224
crimes,2,2225
criminals,2,2226
sabotage,2,2227
ethicallegal,2,2228
consequentialist,2,2229
argument,2,2230
extended,2,2231
firms,2,2232
tavani,2,2233
herman,2,2234
controversies,2,2235
hoboken,2,2236
upper,2,2237
saddle,2,2238
river,2,2239
kollmann,2,2240
tobias,2,2241
kuckertz,2,2242
stèockmann,2,2243
christoph,2,2244
hershey,2,2245
duening,2,2246
hisrich,2,2247
lechter,2,2248
burlington,2,2249
professionalism,2,2250
recognise,2,2251
continuing,2,2252
acts,2,2253
equipping,2,2254
entry,2,2255
exit,2,2256
running,2,2257
reasonable,2,2258
investors,2,2259
directly,2,2260
indirectly,2,2261
sales,2,2262
disruptive,2,2263
positioning,2,2264
copyrights,2,2265
matters,2,2266
capitalists,2,2267
financings,2,2268
stock,2,2269
motivation,2,2270
pitches,2,2271
represents,2,2272
halt,2,2273
donch,2,2274
stiles,2,2275
fesnak,2,2276
consumer,2,2277
cause,2,2278
children,2,2279
ngo,2,2280
therapy,2,2281
testify,2,2282
breadth,2,2283
elizabeth,2,2284
insights,2,2285
career,2,2286
span,2,2287
hourly,2,2288
enriching,2,2289
widening,2,2290
horizons,2,2291
due,2,2292
httpswwwfintechweeklycom,2,2293
times,2,2294
httpthefintechtimescom,2,2295
oneself,2,2296
influence,2,2297
digitization,2,2298
verbal,2,2299
facetoface,2,2300
pre,2,2301
incorporate,2,2302
susan,2,2303
komives,2,2304
editor,2,2305
globe,2,2306
college,2,2307
san,2,2308
lecturer,2,2309
brings,2,2310
professionally,2,2311
confidence,2,2312
usually,2,2313
contained,2,2314
separate,2,2315
essence,2,2316
solicitation,2,2317
job,2,2318
interviews,2,2319
confirm,2,2320
offers,2,2321
contracts,2,2322
counselled,2,2323
refer,2,2324
assigns,2,2325
liaise,2,2326
settle,2,2327
detected,2,2328
endorsement,2,2329
yardstick,2,2330
detailing,2,2331
tutor,2,2332
site,2,2333
ended,2,2334
carries,2,2335
count,2,2336
graduation,2,2337
gpa,2,2338
calculation,2,2339
failing,2,2340
awarded,2,2341
performs,2,2342
poorly,2,2343
agreed,2,2344
check,2,2345
soft,2,2346
decidability,2,2347
hierarchy,2,2348
pda,2,2349
lemma,2,2350
chapters,2,2351
certificate,2,2352
ipsec,2,2353
ecash,2,2354
dillon,2,2355
multiuser,2,2356
terrain,2,2357
texturing,2,2358
collision,2,2359
rotation,2,2360
camera,2,2361
lighting,2,2362
shading,2,2363
motion,2,2364
avoidance,2,2365
heuristics,2,2366
designer,2,2367
gregory,2,2368
processoriented,2,2369
steps,2,2370
workflows,2,2371
spheres,2,2372
facility,2,2373
van,2,2374
production,2,2375
tocs,2,2376
tse,2,2377
toc,2,2378
cacm,2,2379
icde,2,2380
forecasting,2,2381
classic,2,2382
disaster,2,2383
space,2,2384
similarities,2,2385
administered,2,2386
capable,2,2387
witten,2,2388
conventional,2,2389
ciphers,2,2390
cipher,2,2391
automated,2,2392
derek,2,2393
verlag,2,2394
lncs,2,2395
officer,2,2396
portal,2,2397
lecturers,2,2398
oxford,2,2399
etrading,2,2400
trading,2,2401
freedman,2,2402
matthew,2,2403
nutting,2,2404
retrieved,2,2405
nov,2,2406
kelvin,2,2407
lawton,2,2408
marom,2,2409
dresner,2,2410
jerseywiley,2,2411
mcandrews,2,2412
philip,2,2413
strahan,2,2414
wharton,2,2415
pennsylvania,2,2416
massachusetts,2,2417
regulatory,2,2418
signatures,2,2419
apple,2,2420
wallet,2,2421
igi,2,2422
quantitative,2,2423
judgment,2,2424
choosing,2,2425
valuation,2,2426
markov,2,2427
midtermquizzes,2,2428
numerical,2,2429
principled,2,2430
packet,2,2431
congestion,2,2432
connection,2,2433
ospf,2,2434
proxy,2,2435
reliable,2,2436
exposed,2,2437
packets,2,2438
requires,2,2439
coordination,2,2440
whole,2,2441
douglas,2,2442
compcomp,2,2443
defenses,2,2444
chris,2,2445
patrick,2,2446
radia,2,2447
european,2,2448
suite,2,2449
lower,2,2450
primitives,2,2451
secrecy,2,2452
endtoend,2,2453
hallcrc,2,2454
selecting,2,2455
wlan,2,2456
lbs,2,2457
kamal,2,2458
raj,2,2459
rasterization,2,2460
transformations,2,2461
viewing,2,2462
projections,2,2463
color,2,2464
scene,2,2465
opengl,2,2466
applicable,2,2467
optional,2,2468
cameras,2,2469
stereo,2,2470
edge,2,2471
descriptors,2,2472
perceptron,2,2473
thoughts,2,2474
unsupervised,2,2475
probability,2,2476
overfitting,2,2477
dimensionality,2,2478
crispdm,2,2479
replication,2,2480
transformation,2,2481
lifecycle,2,2482
guidance,2,2483
tackle,2,2484
useful,2,2485
builder,2,2486
next,2,2487
liu,2,2488
largescale,2,2489
nosql,2,2490
sigmod,2,2491
june,2,2492
maintainability,2,2493
redundancy,2,2494
crossplatform,2,2495
cmp,2,2496
publishsubscribe,2,2497
vendors,2,2498
covers,2,2499
virtualization,2,2500
amazon,2,2501
aws,2,2502
parts,2,2503
arshdeep,2,2504
bahga,2,2505
vijay,2,2506
madisetti,2,2507
patent,2,2508
trusted,2,2509
realcase,2,2510
assistance,2,2511
amount,2,2512
sponsored,2,2513
prescribed,2,2514
announced,2,2515
laid,2,2516
sections,2,2517
demonstrated,2,2518
twosubject,2,2519
heshe,2,2520
advice,2,2521
milestone,2,2522
officio,2,2523
moderation,2,2524
arbitration,2,2525
fairness,2,2526
award,2,2527
candidates,2,2528
resolve,2,2529
disagreement,2,2530
moderated,2,2531
undue,2,2532
differences,2,2533
parties,2,2534
proceed,2,2535
computable,1,2536
wilsonville,1,2537
COMP1001,1,2538
dictionaries,1,2539
bottom,1,2540
lecturelabtutorials,1,2541
copy,1,2542
COMP1002,1,2543
polytechnic,1,2544
carefully,1,2545
extrapolate,1,2546
generate,1,2547
deviation,1,2548
formulae,1,2549
scattered,1,2550
plot,1,2551
distributions,1,2552
carlos,1,2553
supported,1,2554
middleton,1,2555
brookscolethomson,1,2556
pearsonprentice,1,2557
weinberg,1,2558
abramowitz,1,2559
integrative,1,2560
COMP1003,1,2561
repetition,1,2562
correctness,1,2563
prata,1,2564
kernighan,1,2565
ritchie,1,2566
spraul,1,2567
anton,1,2568
starch,1,2569
COMP1011,1,2570
constituting,1,2571
interplay,1,2572
composed,1,2573
miniature,1,2574
smaller,1,2575
powerful,1,2576
directions,1,2577
sevenlayer,1,2578
microcode,1,2579
interpreters,1,2580
gpu,1,2581
standalone,1,2582
classworks,1,2583
looking,1,2584
critique,1,2585
warford,1,2586
stanley,1,2587
bartlett,1,2588
bryant,1,2589
randal,1,2590
ohallaron,1,2591
COMP1411,1,2592
manipulate,1,2593
visualize,1,2594
defining,1,2595
collecting,1,2596
cleaning,1,2597
matrix,1,2598
differentiation,1,2599
maxima,1,2600
minima,1,2601
aforementioned,1,2602
labexercises,1,2603
assignmentstestquizzes,1,2604
beecher,1,2605
bcs,1,2606
wickham,1,2607
grolemund,1,2608
vandenberghe,1,2609
stewart,1,2610
transcendentals,1,2611
COMP1433,1,2612
inspire,1,2613
desirable,1,2614
enthusiasm,1,2615
honest,1,2616
clear,1,2617
dishonest,1,2618
professors,1,2619
alumni,1,2620
streams,1,2621
belonging,1,2622
care,1,2623
modelphilosophy,1,2624
ideasmodels,1,2625
going,1,2626
upholding,1,2627
citation,1,2628
referencing,1,2629
avoid,1,2630
attempt,1,2631
pretest,1,2632
posttest,1,2633
sign,1,2634
honour,1,2635
declaration,1,2636
motivated,1,2637
presenters,1,2638
projectbased,1,2639
explorelearn,1,2640
systemapplicationoriented,1,2641
closely,1,2642
appreciation,1,2643
commercialization,1,2644
pedagogies,1,2645
widen,1,2646
exposures,1,2647
trip,1,2648
isare,1,2649
proposalsplans,1,2650
passed,1,2651
fogler,1,2652
leblanc,1,2653
linda,1,2654
daniel,1,2655
wolber,1,2656
hal,1,2657
abelson,1,2658
spertus,1,2659
liz,1,2660
looney,1,2661
lakshmi,1,2662
prayaga,1,2663
hawthorne,1,2664
whiteside,1,2665
absolute,1,2666
beginner,1,2667
tyler,1,2668
COMP1901,1,2669
formed,1,2670
evolved,1,2671
fantastic,1,2672
provoke,1,2673
projecting,1,2674
longterm,1,2675
achieved,1,2676
casestudying,1,2677
probably,1,2678
predict,1,2679
users,1,2680
browse,1,2681
appreciating,1,2682
reveal,1,2683
extractable,1,2684
decade,1,2685
distances,1,2686
separation,1,2687
hubs,1,2688
authorities,1,2689
tagging,1,2690
node,1,2691
profiles,1,2692
likeness,1,2693
aggregation,1,2694
wisdom,1,2695
recommendation,1,2696
networklike,1,2697
myspace,1,2698
flickr,1,2699
msn,1,2700
kiva,1,2701
openrice,1,2702
creditability,1,2703
freerider,1,2704
incentive,1,2705
addiction,1,2706
gold,1,2707
farming,1,2708
facilitated,1,2709
mini,1,2710
jackson,1,2711
feel,1,2712
furht,1,2713
cidetwork,1,2714
COMP1B02,1,2715
joining,1,2716
wto,1,2717
expand,1,2718
place,1,2719
jobs,1,2720
revenues,1,2721
technopreneurial,1,2722
largest,1,2723
beijings,1,2724
zhongguancun,1,2725
hailed,1,2726
silicon,1,2727
valleys,1,2728
significance,1,2729
elaborate,1,2730
factor,1,2731
presents,1,2732
east,1,2733
asian,1,2734
tigers,1,2735
was,1,2736
militarydriven,1,2737
subsequently,1,2738
policymakers,1,2739
struggling,1,2740
reform,1,2741
liberalization,1,2742
managed,1,2743
push,1,2744
established,1,2745
assist,1,2746
ongoing,1,2747
thorough,1,2748
proliferation,1,2749
ups,1,2750
were,1,2751
drafting,1,2752
periods,1,2753
arise,1,2754
past,1,2755
lead,1,2756
advantageous,1,2757
military,1,2758
catchingup,1,2759
semiconductor,1,2760
twenty,1,2761
industrialization,1,2762
supercomputers,1,2763
influencing,1,2764
cyberport,1,2765
asiapacific,1,2766
frederick,1,2767
hodgetts,1,2768
lutao,1,2769
ning,1,2770
catchup,1,2771
shangling,1,2772
jui,1,2773
keming,1,2774
ashgate,1,2775
csr,1,2776
COMP1B03,1,2777
combines,1,2778
freshman,1,2779
noncomputing,1,2780
nonmajor,1,2781
broadbased,1,2782
graphicalbased,1,2783
draganddrop,1,2784
envirnoments,1,2785
macros,1,2786
gradual,1,2787
inspired,1,2788
movies,1,2789
requiring,1,2790
straightforward,1,2791
motivates,1,2792
prepares,1,2793
looping,1,2794
entities,1,2795
edutainment,1,2796
geo,1,2797
informatics,1,2798
bioinformatics,1,2799
absorption,1,2800
immediate,1,2801
guarantees,1,2802
attached,1,2803
slowly,1,2804
badger,1,2805
gaddis,1,2806
welch,1,2807
gestures,1,2808
voices,1,2809
ste,1,2810
COMP1D04,1,2811
strengths,1,2812
weaknesses,1,2813
employ,1,2814
linkedlists,1,2815
stacks,1,2816
balanced,1,2817
traversals,1,2818
priority,1,2819
heaps,1,2820
bubble,1,2821
insertion,1,2822
quicksort,1,2823
mergesort,1,2824
heapsort,1,2825
friendsbook,1,2826
roberto,1,2827
goldwasser,1,2828
sedgewick,1,2829
wayne,1,2830
COMP2011,1,2831
upperlevel,1,2832
cardinality,1,2833
propositional,1,2834
truth,1,2835
tables,1,2836
tautologies,1,2837
predicates,1,2838
quantifiers,1,2839
proof,1,2840
soundness,1,2841
completeness,1,2842
inclusionexclusion,1,2843
pigeonhole,1,2844
digraph,1,2845
euler,1,2846
hamilton,1,2847
shortest,1,2848
planar,1,2849
coloring,1,2850
traversal,1,2851
flows,1,2852
maximalflow,1,2853
minimumcut,1,2854
minimalcost,1,2855
johnsonbaugh,1,2856
rosen,1,2857
dossey,1,2858
truss,1,2859
welsey,1,2860
kolman,1,2861
busby,1,2862
ralph,1,2863
COMP2012,1,2864
streamline,1,2865
cooperate,1,2866
objectbased,1,2867
correspondence,1,2868
hasa,1,2869
hierarchies,1,2870
isa,1,2871
overriding,1,2872
inheritanceinterfaces,1,2873
exception,1,2874
illustration,1,2875
purposes,1,2876
individualgroup,1,2877
handon,1,2878
portions,1,2879
horstmann,1,2880
cay,1,2881
bates,1,2882
bert,1,2883
sierra,1,2884
head,1,2885
bloch,1,2886
joshua,1,2887
COMP2021,1,2888
quickly,1,2889
arising,1,2890
larger,1,2891
scale,1,2892
enhancing,1,2893
formula,1,2894
lookup,1,2895
vectorization,1,2896
visualizing,1,2897
libraries,1,2898
import,1,2899
builtin,1,2900
performing,1,2901
rapid,1,2902
exporting,1,2903
csv,1,2904
reacting,1,2905
mixture,1,2906
lecturelike,1,2907
grus,1,2908
lillian,1,2909
pierson,1,2910
dummies,1,2911
julitta,1,2912
korol,1,2913
pocket,1,2914
mercury,1,2915
amos,1,2916
gilat,1,2917
jaynal,1,2918
abedin,1,2919
kishor,1,2920
das,1,2921
roger,1,2922
peng,1,2923
exploratory,1,2924
leanpub,1,2925
COMP2022,1,2926
organisational,1,2927
intranetworked,1,2928
internetworked,1,2929
webcasting,1,2930
packaged,1,2931
channels,1,2932
goods,1,2933
frontend,1,2934
backend,1,2935
payments,1,2936
pages,1,2937
webpage,1,2938
quizzesassignmentstests,1,2939
impart,1,2940
gained,1,2941
tutoriallabcase,1,2942
chaffey,1,2943
obrien,1,2944
marakas,1,2945
managerial,1,2946
bhasker,1,2947
COMP2121,1,2948
envisioning,1,2949
participatory,1,2950
www,1,2951
minicases,1,2952
COMP2222,1,2953
layering,1,2954
osi,1,2955
sublayer,1,2956
framing,1,2957
automatic,1,2958
repeat,1,2959
connectionoriented,1,2960
connectionless,1,2961
routingforwarding,1,2962
subnets,1,2963
udp,1,2964
transmission,1,2965
ipbased,1,2966
peterson,1,2967
davie,1,2968
keshav,1,2969
highspeed,1,2970
internets,1,2971
internetwork,1,2972
sockets,1,2973
COMP2322,1,2974
administrate,1,2975
considerable,1,2976
enough,1,2977
functioning,1,2978
direction,1,2979
dbms,1,2980
ansisparc,1,2981
threelevel,1,2982
entityrelationship,1,2983
dependencies,1,2984
normalization,1,2985
referential,1,2986
keys,1,2987
queryprocessing,1,2988
reallifeindustrial,1,2989
kroenke,1,2990
auer,1,2991
mannino,1,2992
abraham,1,2993
korth,1,2994
henry,1,2995
sudarshan,1,2996
garciamolina,1,2997
hector,1,2998
widom,1,2999
date,1,3000
COMP2411,1,3001
clock,1,3002
cycles,1,3003
signed,1,3004
integers,1,3005
octal,1,3006
hexadecimal,1,3007
bcd,1,3008
floating,1,3009
reduced,1,3010
instructions,1,3011
flipflops,1,3012
counters,1,3013
full,1,3014
adders,1,3015
interconnecting,1,3016
bus,1,3017
ram,1,3018
rom,1,3019
cache,1,3020
compiled,1,3021
patterson,1,3022
hennessy,1,3023
hardwaresoftware,1,3024
mano,1,3025
kime,1,3026
hamacher,1,3027
vranesic,1,3028
zaky,1,3029
brey,1,3030
barry,1,3031
intel,1,3032
microprocessors,1,3033
pro,1,3034
antonakos,1,3035
microprocessor,1,3036
kane,1,3037
gerry,1,3038
heinrich,1,3039
joe,1,3040
mips,1,3041
risc,1,3042
COMP2421,1,3043
finitestate,1,3044
widgets,1,3045
humans,1,3046
harold,1,3047
thimbleby,1,3048
osullivan,1,3049
tom,1,3050
igoe,1,3051
kochan,1,3052
objectivec,1,3053
jenifer,1,3054
tidwell,1,3055
november,1,3056
COMP2422,1,3057
asynchronous,1,3058
paging,1,3059
directory,1,3060
effect,1,3061
stimulate,1,3062
galvin,1,3063
gagne,1,3064
elmasri,1,3065
carrick,1,3066
spiral,1,3067
dhamdhere,1,3068
conceptbased,1,3069
diaz,1,3070
robbins,1,3071
COMP2432,1,3072
compa,1,3073
abuses,1,3074
tension,1,3075
meaning,1,3076
accountability,1,3077
consequences,1,3078
intelligibly,1,3079
controversial,1,3080
ever,1,3081
intrusive,1,3082
traditions,1,3083
morals,1,3084
morality,1,3085
etiquette,1,3086
philosophy,1,3087
conflicts,1,3088
balance,1,3089
humanity,1,3090
provider,1,3091
vulnerabilities,1,3092
insecure,1,3093
phishing,1,3094
scams,1,3095
reselling,1,3096
bittorrent,1,3097
foxy,1,3098
anonymizers,1,3099
freenet,1,3100
crowd,1,3101
flesh,1,3102
人肉搜尋器,1,3103
recreate,1,3104
pertinent,1,3105
viega,1,3106
doesn,1,3107
cyber,1,3108
ijcee,1,3109
williamson,1,3110
janmar,1,3111
jces,1,3112
rendtorff,1,3113
mattsson,1,3114
bank,1,3115
explorative,1,3116
spinello,1,3117
etwork,1,3118
cragg,1,3119
dirk,1,3120
matten,1,3121
feb,1,3122
sandel,1,3123
whats,1,3124
thing,1,3125
farrar,1,3126
straus,1,3127
giroux,1,3128
harris,1,3129
pritchard,1,3130
rabins,1,3131
wadsworth,1,3132
manuel,1,3133
velasquez,1,3134
seventh,1,3135
hrd,1,3136
COMP2A01,1,3137
culturally,1,3138
ethnically,1,3139
distinct,1,3140
informationdigital,1,3141
disadvantages,1,3142
status,1,3143
preconceptions,1,3144
faced,1,3145
deploy,1,3146
involvement,1,3147
ethnicities,1,3148
intellectuals,1,3149
proposalplan,1,3150
laptop,1,3151
olpc,1,3152
commons,1,3153
religion,1,3154
subtle,1,3155
perhaps,1,3156
unintentional,1,3157
perceptions,1,3158
lack,1,3159
south,1,3160
asia,1,3161
noncompletion,1,3162
teachingbased,1,3163
courses,1,3164
mathematicsrelated,1,3165
technologybased,1,3166
aspect,1,3167
assistive,1,3168
renewable,1,3169
energy,1,3170
rural,1,3171
households,1,3172
comparable,1,3173
difficulty,1,3174
earliest,1,3175
midway,1,3176
middle,1,3177
days,1,3178
shore,1,3179
singlesemester,1,3180
incomplete,1,3181
offering,1,3182
ilos,1,3183
COMP2S01,1,3184
compare,1,3185
bigo,1,3186
recurring,1,3187
divideandconquer,1,3188
branchand,1,3189
bound,1,3190
greedy,1,3191
probabilistic,1,3192
amortized,1,3193
cacheoblivious,1,3194
logstructured,1,3195
merge,1,3196
locality,1,3197
sensitive,1,3198
bloom,1,3199
filter,1,3200
convex,1,3201
closest,1,3202
pairs,1,3203
npcomplete,1,3204
approximation,1,3205
utilized,1,3206
carrano,1,3207
walls,1,3208
mirrors,1,3209
COMP3011,1,3210
corequisiteexclusion,1,3211
subroutine,1,3212
visibility,1,3213
stack,1,3214
call,1,3215
activation,1,3216
records,1,3217
recursion,1,3218
multithreading,1,3219
scala,1,3220
erlang,1,3221
clojure,1,3222
lisp,1,3223
haskell,1,3224
theorem,1,3225
proving,1,3226
prolog,1,3227
pointers,1,3228
dangling,1,3229
garbage,1,3230
focuses,1,3231
sebesta,1,3232
ninth,1,3233
tucker,1,3234
noonan,1,3235
ravi,1,3236
pearsonaddisonwesley,1,3237
franklyn,1,3238
turbak,1,3239
sheldon,1,3240
COMP3021,1,3241
wikis,1,3242
credibility,1,3243
trending,1,3244
videos,1,3245
architects,1,3246
absorbed,1,3247
golbeck,1,3248
easley,1,3249
kleinberg,1,3250
williams,1,3251
anthony,1,3252
wikinomics,1,3253
duncan,1,3254
gavin,1,3255
laurie,1,3256
COMP3121,1,3257
orientation,1,3258
picture,1,3259
pert,1,3260
outsourcing,1,3261
schedule,1,3262
fairley,1,3263
hohpe,1,3264
woolf,1,3265
roshen,1,3266
soabased,1,3267
servicesbased,1,3268
kerzner,1,3269
dunn,1,3270
patternbased,1,3271
COMP3122,1,3272
appraisal,1,3273
bring,1,3274
advantages,1,3275
applicability,1,3276
isit,1,3277
escalating,1,3278
force,1,3279
influential,1,3280
redesign,1,3281
kenneth,1,3282
efraim,1,3283
ming,1,3284
reveals,1,3285
COMP3131,1,3286
coprocessing,1,3287
encoded,1,3288
entering,1,3289
displaying,1,3290
textual,1,3291
multilingual,1,3292
universal,1,3293
unicode,1,3294
euc,1,3295
utf,1,3296
word,1,3297
stemming,1,3298
syntactic,1,3299
sentence,1,3300
disambiguation,1,3301
discourse,1,3302
coreference,1,3303
